,Date,Trips over the past 24-hours (midnight to 11:59pm),Miles traveled today (midnight to 11:59 pm),Total Annual Members (All Time),24-Hour Passes Purchased (midnight to 11:59 pm),3-Day Passes Purchased (midnight to 11:59 pm),tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
1641,,,,,,,433,11/2/17 12:56,11/2/17 13:03,3202,Newport PATH,40.7272235,-74.03375890000001,3270,Jersey & 6th St,40.72528911,-74.04557168,31908,Subscriber,1975.0,1
1642,,,,,,,2042,11/2/17 12:57,11/2/17 13:31,3186,Grove St PATH,40.71958612,-74.04311746,3205,JC Medical Center,40.71653978,-74.04963791,26193,Subscriber,1970.0,2
1643,,,,,,,301,11/2/17 12:57,11/2/17 13:02,3195,Sip Ave,40.73074263,-74.06378388,3194,McGinley Square,40.72533993,-74.06762213,31694,Subscriber,1972.0,1
1644,,,,,,,184,11/2/17 12:57,11/2/17 13:00,3268,Lafayette Park,40.71346383,-74.06285852,3192,Liberty Light Rail,40.711242299999995,-74.0557013,26308,Subscriber,1985.0,1
1645,,,,,,,107,11/2/17 12:57,11/2/17 12:59,3185,City Hall,40.717732500000004,-74.04384499999999,3481,York St,40.71649,-74.04105,31842,Subscriber,1962.0,1
1646,,,,,,,398,11/2/17 12:59,11/2/17 13:06,3209,Brunswick St,40.7241765,-74.05065640000001,3213,Van Vorst Park,40.71848892,-74.04772663,31943,Subscriber,1981.0,2
1647,,,,,,,442,11/2/17 13:00,11/2/17 13:07,3213,Van Vorst Park,40.71848892,-74.04772663,3184,Paulus Hook,40.7141454,-74.0335519,29611,Subscriber,1983.0,1
1648,,,,,,,1142,11/2/17 13:00,11/2/17 13:19,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3211,Newark Ave,40.72152515,-74.04630454,31833,Subscriber,1982.0,1
1649,,,,,,,2229,11/2/17 13:01,11/2/17 13:38,3639,Harborside,40.71925170000001,-74.034234,3639,Harborside,40.71925170000001,-74.034234,31675,Subscriber,1953.0,1
1650,,,,,,,324,11/2/17 13:04,11/2/17 13:09,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.03375890000001,26289,Subscriber,1964.0,1
1651,,,,,,,2284,11/2/17 13:04,11/2/17 13:42,3202,Newport PATH,40.7272235,-74.03375890000001,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,26220,Subscriber,1966.0,1
1652,,,,,,,184,11/2/17 13:08,11/2/17 13:11,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,26262,Subscriber,1978.0,2
1653,,,,,,,418,11/2/17 13:08,11/2/17 13:15,3187,Warren St,40.721123600000006,-74.03805095,3209,Brunswick St,40.7241765,-74.05065640000001,31772,Subscriber,1982.0,1
1654,,,,,,,304,11/2/17 13:09,11/2/17 13:14,3639,Harborside,40.71925170000001,-74.034234,3184,Paulus Hook,40.7141454,-74.0335519,31765,Subscriber,1960.0,1
1655,,,,,,,1899,11/2/17 13:09,11/2/17 13:41,3202,Newport PATH,40.7272235,-74.03375890000001,3638,Washington St,40.7242941,-74.0354826,31735,Subscriber,1984.0,1
1656,,,,,,,1880,11/2/17 13:09,11/2/17 13:41,3202,Newport PATH,40.7272235,-74.03375890000001,3638,Washington St,40.7242941,-74.0354826,26289,Subscriber,1980.0,2
1657,,,,,,,1947,11/2/17 13:10,11/2/17 13:42,3185,City Hall,40.717732500000004,-74.04384499999999,3638,Washington St,40.7242941,-74.0354826,31716,Subscriber,1987.0,2
1658,,,,,,,1484,11/2/17 13:11,11/2/17 13:35,3184,Paulus Hook,40.7141454,-74.0335519,3638,Washington St,40.7242941,-74.0354826,31847,Customer,,0
1659,,,,,,,450,11/2/17 13:11,11/2/17 13:19,3269,Brunswick & 6th,40.72601173,-74.05038893,3205,JC Medical Center,40.71653978,-74.04963791,26215,Subscriber,1990.0,1
1660,,,,,,,622,11/2/17 13:11,11/2/17 13:22,3639,Harborside,40.71925170000001,-74.034234,3203,Hamilton Park,40.72759597,-74.04424731,26273,Subscriber,1978.0,1
1661,,,,,,,601,11/2/17 13:12,11/2/17 13:22,3639,Harborside,40.71925170000001,-74.034234,3203,Hamilton Park,40.72759597,-74.04424731,29623,Subscriber,1980.0,2
1662,,,,,,,523,11/2/17 13:12,11/2/17 13:20,3211,Newark Ave,40.72152515,-74.04630454,3276,Marin Light Rail,40.71458404,-74.04281706,29590,Subscriber,1984.0,2
1663,,,,,,,694,11/2/17 13:14,11/2/17 13:26,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3184,Paulus Hook,40.7141454,-74.0335519,31925,Subscriber,1972.0,1
1664,,,,,,,192,11/2/17 13:17,11/2/17 13:20,3187,Warren St,40.721123600000006,-74.03805095,3639,Harborside,40.71925170000001,-74.034234,31874,Subscriber,1952.0,2
1665,,,,,,,286,11/2/17 13:18,11/2/17 13:22,3186,Grove St PATH,40.71958612,-74.04311746,3183,Exchange Place,40.7162469,-74.0334588,26186,Subscriber,1990.0,1
1666,,,,,,,448,11/2/17 13:18,11/2/17 13:26,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.03375890000001,31684,Subscriber,1970.0,1
1667,,,,,,,10829,11/2/17 13:19,11/2/17 16:20,3273,Manila & 1st,40.72165072,-74.04288411,3273,Manila & 1st,40.72165072,-74.04288411,31777,Customer,,0
1668,,,,,,,1955,11/2/17 13:20,11/2/17 13:52,3211,Newark Ave,40.72152515,-74.04630454,3211,Newark Ave,40.72152515,-74.04630454,31833,Subscriber,1981.0,1
1669,,,,,,,104,11/2/17 13:20,11/2/17 13:21,3639,Harborside,40.71925170000001,-74.034234,3183,Exchange Place,40.7162469,-74.0334588,31751,Subscriber,1997.0,1
1670,,,,,,,663,11/2/17 13:20,11/2/17 13:31,3185,City Hall,40.717732500000004,-74.04384499999999,3639,Harborside,40.71925170000001,-74.034234,31727,Subscriber,1983.0,1
1671,,,,,,,381,11/2/17 13:21,11/2/17 13:27,3202,Newport PATH,40.7272235,-74.03375890000001,3183,Exchange Place,40.7162469,-74.0334588,29626,Subscriber,1984.0,1
1672,,,,,,,128,11/2/17 13:23,11/2/17 13:25,3279,Dixon Mills,40.72163014,-74.04996783,3272,Jersey & 3rd,40.72333159,-74.04595256,31864,Subscriber,1982.0,1
1673,,,,,,,346,11/2/17 13:25,11/2/17 13:31,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,29623,Subscriber,1976.0,2
1674,,,,,,,304,11/2/17 13:26,11/2/17 13:32,3213,Van Vorst Park,40.71848892,-74.04772663,3183,Exchange Place,40.7162469,-74.0334588,29620,Subscriber,1986.0,1
1675,,,,,,,449,11/2/17 13:27,11/2/17 13:34,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,26249,Subscriber,1992.0,2
1676,,,,,,,434,11/2/17 13:27,11/2/17 13:34,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,31744,Subscriber,1992.0,1
1677,,,,,,,1347,11/2/17 13:27,11/2/17 13:50,3202,Newport PATH,40.7272235,-74.03375890000001,3268,Lafayette Park,40.71346383,-74.06285852,31903,Subscriber,1975.0,0
1678,,,,,,,1766,11/2/17 13:28,11/2/17 13:58,3202,Newport PATH,40.7272235,-74.03375890000001,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,26292,Subscriber,1959.0,1
1679,,,,,,,247,11/2/17 13:28,11/2/17 13:33,3203,Hamilton Park,40.72759597,-74.04424731,3269,Brunswick & 6th,40.72601173,-74.05038893,26273,Subscriber,1961.0,2
1680,,,,,,,369,11/2/17 13:31,11/2/17 13:37,3184,Paulus Hook,40.7141454,-74.0335519,3638,Washington St,40.7242941,-74.0354826,31686,Subscriber,1984.0,1
1681,,,,,,,259,11/2/17 13:31,11/2/17 13:36,3205,JC Medical Center,40.71653978,-74.04963791,3211,Newark Ave,40.72152515,-74.04630454,26193,Subscriber,,0
1682,,,,,,,98,11/2/17 13:33,11/2/17 13:34,3186,Grove St PATH,40.71958612,-74.04311746,3185,City Hall,40.717732500000004,-74.04384499999999,31711,Subscriber,1957.0,1
1683,,,,,,,125,11/2/17 13:33,11/2/17 13:35,3272,Jersey & 3rd,40.72333159,-74.04595256,3273,Manila & 1st,40.72165072,-74.04288411,31864,Subscriber,1982.0,1
1684,,,,,,,494,11/2/17 13:35,11/2/17 13:44,3186,Grove St PATH,40.71958612,-74.04311746,3186,Grove St PATH,40.71958612,-74.04311746,29623,Subscriber,1981.0,2
1685,,,,,,,1535,11/2/17 13:36,11/2/17 14:02,3202,Newport PATH,40.7272235,-74.03375890000001,3202,Newport PATH,40.7272235,-74.03375890000001,31834,Subscriber,1969.0,1
1686,,,,,,,469,11/2/17 13:38,11/2/17 13:46,3213,Van Vorst Park,40.71848892,-74.04772663,3267,Morris Canal,40.71241882,-74.03852552,31695,Subscriber,1979.0,1
1687,,,,,,,2422,11/2/17 13:39,11/2/17 14:19,3638,Washington St,40.7242941,-74.0354826,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,29669,Customer,,0
1688,,,,,,,144,11/2/17 13:40,11/2/17 13:42,3202,Newport PATH,40.7272235,-74.03375890000001,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,31715,Subscriber,1980.0,2
1689,,,,,,,531,11/2/17 13:40,11/2/17 13:49,3202,Newport PATH,40.7272235,-74.03375890000001,3275,Columbus Drive,40.718355200000005,-74.03891444,31687,Subscriber,1983.0,2
1690,,,,,,,352,11/2/17 13:40,11/2/17 13:46,3203,Hamilton Park,40.72759597,-74.04424731,3185,City Hall,40.717732500000004,-74.04384499999999,31744,Subscriber,1989.0,1
1691,,,,,,,271,11/2/17 13:42,11/2/17 13:47,3187,Warren St,40.721123600000006,-74.03805095,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,31828,Subscriber,1975.0,1
1692,,,,,,,353,11/2/17 13:43,11/2/17 13:49,3187,Warren St,40.721123600000006,-74.03805095,3211,Newark Ave,40.72152515,-74.04630454,26317,Subscriber,1984.0,2
1693,,,,,,,320,11/2/17 13:47,11/2/17 13:53,3184,Paulus Hook,40.7141454,-74.0335519,3276,Marin Light Rail,40.71458404,-74.04281706,31925,Subscriber,1984.0,2
1694,,,,,,,291,11/2/17 13:48,11/2/17 13:53,3186,Grove St PATH,40.71958612,-74.04311746,3269,Brunswick & 6th,40.72601173,-74.05038893,31861,Subscriber,1985.0,1
1695,,,,,,,440,11/2/17 13:50,11/2/17 13:57,3195,Sip Ave,40.73074263,-74.06378388,3225,Baldwin at Montgomery,40.7236589,-74.0641943,26307,Subscriber,1977.0,2
1696,,,,,,,530,11/2/17 13:50,11/2/17 13:59,3275,Columbus Drive,40.718355200000005,-74.03891444,3267,Morris Canal,40.71241882,-74.03852552,31687,Subscriber,1975.0,1
1697,,,,,,,404,11/2/17 13:50,11/2/17 13:57,3211,Newark Ave,40.72152515,-74.04630454,3638,Washington St,40.7242941,-74.0354826,26193,Subscriber,1964.0,1
1698,,,,,,,2053,11/2/17 13:52,11/2/17 14:27,3207,Oakland Ave,40.7376037,-74.05247829999999,3210,Pershing Field,40.74267714,-74.05178863,31680,Subscriber,1991.0,1
1699,,,,,,,402,11/2/17 13:53,11/2/17 13:59,3186,Grove St PATH,40.71958612,-74.04311746,3202,Newport PATH,40.7272235,-74.03375890000001,29595,Subscriber,,0
1700,,,,,,,248,11/2/17 13:55,11/2/17 13:59,3639,Harborside,40.71925170000001,-74.034234,3202,Newport PATH,40.7272235,-74.03375890000001,31675,Subscriber,1962.0,1
1701,,,,,,,470,11/2/17 13:56,11/2/17 14:04,3213,Van Vorst Park,40.71848892,-74.04772663,3184,Paulus Hook,40.7141454,-74.0335519,31943,Subscriber,1981.0,1
1702,,,,,,,913,11/2/17 13:56,11/2/17 14:12,3195,Sip Ave,40.73074263,-74.06378388,3276,Marin Light Rail,40.71458404,-74.04281706,31949,Subscriber,1977.0,1
1703,,,,,,,89,11/2/17 14:00,11/2/17 14:01,3211,Newark Ave,40.72152515,-74.04630454,3270,Jersey & 6th St,40.72528911,-74.04557168,31833,Subscriber,1971.0,1
1704,,,,,,,2057,11/2/17 14:01,11/2/17 14:36,3267,Morris Canal,40.71241882,-74.03852552,3184,Paulus Hook,40.7141454,-74.0335519,31695,Subscriber,1975.0,1
1705,,,,,,,196,11/2/17 14:03,11/2/17 14:07,3186,Grove St PATH,40.71958612,-74.04311746,3272,Jersey & 3rd,40.72333159,-74.04595256,26251,Subscriber,1972.0,2
1706,,,,,,,470,11/2/17 14:06,11/2/17 14:13,3276,Marin Light Rail,40.71458404,-74.04281706,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,31862,Subscriber,1990.0,1
1707,,,,,,,838,11/2/17 14:06,11/2/17 14:20,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,26249,Subscriber,1971.0,1
1708,,,,,,,166,11/2/17 14:06,11/2/17 14:09,3211,Newark Ave,40.72152515,-74.04630454,3205,JC Medical Center,40.71653978,-74.04963791,26317,Subscriber,,0
1709,,,,,,,1147,11/2/17 14:06,11/2/17 14:26,3268,Lafayette Park,40.71346383,-74.06285852,3202,Newport PATH,40.7272235,-74.03375890000001,31903,Subscriber,1975.0,0
1710,,,,,,,122,11/2/17 14:07,11/2/17 14:09,3639,Harborside,40.71925170000001,-74.034234,3187,Warren St,40.721123600000006,-74.03805095,31727,Subscriber,1975.0,1
1711,,,,,,,191,11/2/17 14:10,11/2/17 14:13,3272,Jersey & 3rd,40.72333159,-74.04595256,3203,Hamilton Park,40.72759597,-74.04424731,26251,Subscriber,1972.0,2
1712,,,,,,,323,11/2/17 14:14,11/2/17 14:19,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3275,Columbus Drive,40.718355200000005,-74.03891444,31828,Subscriber,1994.0,1
1713,,,,,,,867,11/2/17 14:17,11/2/17 14:32,3186,Grove St PATH,40.71958612,-74.04311746,3268,Lafayette Park,40.71346383,-74.06285852,29612,Subscriber,1994.0,1
1714,,,,,,,316,11/2/17 14:17,11/2/17 14:23,3195,Sip Ave,40.73074263,-74.06378388,3225,Baldwin at Montgomery,40.7236589,-74.0641943,31742,Customer,,0
1715,,,,,,,137,11/2/17 14:18,11/2/17 14:21,3213,Van Vorst Park,40.71848892,-74.04772663,3211,Newark Ave,40.72152515,-74.04630454,29634,Subscriber,1967.0,2
1716,,,,,,,203,11/2/17 14:19,11/2/17 14:23,3195,Sip Ave,40.73074263,-74.06378388,3194,McGinley Square,40.72533993,-74.06762213,26208,Subscriber,1966.0,1
1717,,,,,,,694,11/2/17 14:21,11/2/17 14:33,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,31938,Subscriber,1969.0,1
1718,,,,,,,574,11/2/17 14:24,11/2/17 14:34,3191,Union St,40.71821129999999,-74.08363940000001,3195,Sip Ave,40.73074263,-74.06378388,26228,Subscriber,1996.0,1
1719,,,,,,,906,11/2/17 14:24,11/2/17 14:40,3202,Newport PATH,40.7272235,-74.03375890000001,3202,Newport PATH,40.7272235,-74.03375890000001,31684,Subscriber,1965.0,1
1720,,,,,,,865,11/2/17 14:25,11/2/17 14:39,3188,NJCU,40.710108700000006,-74.0858489,3213,Van Vorst Park,40.71848892,-74.04772663,31688,Subscriber,1996.0,1
1721,,,,,,,1085,11/2/17 14:26,11/2/17 14:44,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3184,Paulus Hook,40.7141454,-74.0335519,31715,Customer,,0
1722,,,,,,,364,11/2/17 14:27,11/2/17 14:33,3203,Hamilton Park,40.72759597,-74.04424731,3185,City Hall,40.717732500000004,-74.04384499999999,26251,Subscriber,1988.0,1
1723,,,,,,,270,11/2/17 14:27,11/2/17 14:32,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,26314,Subscriber,1990.0,1
1724,,,,,,,145,11/2/17 14:29,11/2/17 14:32,3187,Warren St,40.721123600000006,-74.03805095,3639,Harborside,40.71925170000001,-74.034234,31727,Subscriber,1975.0,1
1725,,,,,,,141,11/2/17 14:30,11/2/17 14:33,3638,Washington St,40.7242941,-74.0354826,3639,Harborside,40.71925170000001,-74.034234,31735,Subscriber,1989.0,2
1726,,,,,,,371,11/2/17 14:31,11/2/17 14:37,3211,Newark Ave,40.72152515,-74.04630454,3183,Exchange Place,40.7162469,-74.0334588,29634,Subscriber,1982.0,2
1727,,,,,,,2788,11/2/17 14:36,11/2/17 15:23,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3183,Exchange Place,40.7162469,-74.0334588,26220,Subscriber,1969.0,1
1728,,,,,,,246,11/2/17 14:37,11/2/17 14:41,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.721123600000006,-74.03805095,26180,Subscriber,,0
1729,,,,,,,521,11/2/17 14:37,11/2/17 14:46,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3276,Marin Light Rail,40.71458404,-74.04281706,31938,Subscriber,1990.0,1
1730,,,,,,,1234,11/2/17 14:37,11/2/17 14:58,3184,Paulus Hook,40.7141454,-74.0335519,3217,Bayside Park,40.69865054,-74.08207968,31717,Subscriber,1977.0,1
1731,,,,,,,4138,11/2/17 14:38,11/2/17 15:47,3276,Marin Light Rail,40.71458404,-74.04281706,3276,Marin Light Rail,40.71458404,-74.04281706,31925,Subscriber,1983.0,2
1732,,,,,,,294,11/2/17 14:40,11/2/17 14:45,3267,Morris Canal,40.71241882,-74.03852552,3275,Columbus Drive,40.718355200000005,-74.03891444,31687,Subscriber,,0
1733,,,,,,,139,11/2/17 14:41,11/2/17 14:44,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3202,Newport PATH,40.7272235,-74.03375890000001,29669,Subscriber,1980.0,2
1734,,,,,,,283,11/2/17 14:42,11/2/17 14:47,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,31833,Subscriber,1960.0,1
1735,,,,,,,435,11/2/17 14:44,11/2/17 14:51,3185,City Hall,40.717732500000004,-74.04384499999999,3269,Brunswick & 6th,40.72601173,-74.05038893,26184,Subscriber,1980.0,2
1736,,,,,,,187,11/2/17 14:44,11/2/17 14:47,3184,Paulus Hook,40.7141454,-74.0335519,3639,Harborside,40.71925170000001,-74.034234,31943,Subscriber,1970.0,1
1737,,,,,,,368,11/2/17 14:45,11/2/17 14:52,3185,City Hall,40.717732500000004,-74.04384499999999,3203,Hamilton Park,40.72759597,-74.04424731,31929,Subscriber,1989.0,1
1738,,,,,,,176,11/2/17 14:46,11/2/17 14:49,3638,Washington St,40.7242941,-74.0354826,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,31686,Subscriber,1989.0,1
1739,,,,,,,731,11/2/17 14:47,11/2/17 14:59,3183,Exchange Place,40.7162469,-74.0334588,3192,Liberty Light Rail,40.711242299999995,-74.0557013,31845,Subscriber,1981.0,2
1740,,,,,,,2575,11/2/17 14:49,11/2/17 15:32,3184,Paulus Hook,40.7141454,-74.0335519,3192,Liberty Light Rail,40.711242299999995,-74.0557013,29581,Customer,,0
1741,,,,,,,139,11/2/17 14:49,11/2/17 14:52,3209,Brunswick St,40.7241765,-74.05065640000001,3211,Newark Ave,40.72152515,-74.04630454,31759,Subscriber,1982.0,1
1742,,,,,,,216,11/2/17 14:52,11/2/17 14:56,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,31694,Subscriber,1966.0,1
1743,,,,,,,205,11/2/17 14:53,11/2/17 14:56,3184,Paulus Hook,40.7141454,-74.0335519,3639,Harborside,40.71925170000001,-74.034234,30643,Subscriber,1964.0,2
1744,,,,,,,195,11/2/17 14:53,11/2/17 14:57,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,31908,Subscriber,1994.0,2
1745,,,,,,,651,11/2/17 14:54,11/2/17 15:05,3209,Brunswick St,40.7241765,-74.05065640000001,3639,Harborside,40.71925170000001,-74.034234,31766,Subscriber,1985.0,2
1746,,,,,,,493,11/2/17 14:55,11/2/17 15:03,3210,Pershing Field,40.74267714,-74.05178863,3198,Heights Elevator,40.74871595,-74.04044329999999,31680,Subscriber,1990.0,2
1747,,,,,,,496,11/2/17 15:00,11/2/17 15:08,3186,Grove St PATH,40.71958612,-74.04311746,3186,Grove St PATH,40.71958612,-74.04311746,26449,Customer,,0
1748,,,,,,,251,11/2/17 15:00,11/2/17 15:04,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,31738,Subscriber,1997.0,1
1749,,,,,,,310,11/2/17 15:01,11/2/17 15:06,3202,Newport PATH,40.7272235,-74.03375890000001,3203,Hamilton Park,40.72759597,-74.04424731,26278,Subscriber,1976.0,1
1750,,,,,,,762,11/2/17 15:02,11/2/17 15:15,3269,Brunswick & 6th,40.72601173,-74.05038893,3639,Harborside,40.71925170000001,-74.034234,31835,Subscriber,1978.0,1
1751,,,,,,,291,11/2/17 15:02,11/2/17 15:07,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.03375890000001,31929,Subscriber,1981.0,1
1752,,,,,,,749,11/2/17 15:03,11/2/17 15:15,3269,Brunswick & 6th,40.72601173,-74.05038893,3639,Harborside,40.71925170000001,-74.034234,31868,Subscriber,1980.0,2
1753,,,,,,,262,11/2/17 15:03,11/2/17 15:07,3201,Dey St,40.737711,-74.066921,3640,Journal Square,40.733670000000004,-74.0625,29614,Subscriber,1962.0,2
1754,,,,,,,1636,11/2/17 15:05,11/2/17 15:32,3187,Warren St,40.721123600000006,-74.03805095,3269,Brunswick & 6th,40.72601173,-74.05038893,31776,Subscriber,1971.0,2
1755,,,,,,,450,11/2/17 15:06,11/2/17 15:14,3278,Monmouth and 6th,40.72568548,-74.04879034,3202,Newport PATH,40.7272235,-74.03375890000001,31907,Subscriber,1952.0,1
1756,,,,,,,259,11/2/17 15:09,11/2/17 15:13,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.71925170000001,-74.034234,26186,Subscriber,1988.0,1
1757,,,,,,,386,11/2/17 15:09,11/2/17 15:16,3273,Manila & 1st,40.72165072,-74.04288411,3267,Morris Canal,40.71241882,-74.03852552,26259,Subscriber,1970.0,1
1758,,,,,,,208,11/2/17 15:10,11/2/17 15:14,3186,Grove St PATH,40.71958612,-74.04311746,3279,Dixon Mills,40.72163014,-74.04996783,26449,Subscriber,1986.0,1
1759,,,,,,,246,11/2/17 15:11,11/2/17 15:15,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,26208,Subscriber,1987.0,1
1760,,,,,,,220,11/2/17 15:12,11/2/17 15:15,3209,Brunswick St,40.7241765,-74.05065640000001,3186,Grove St PATH,40.71958612,-74.04311746,26295,Subscriber,1980.0,1
1761,,,,,,,761,11/2/17 15:15,11/2/17 15:28,3186,Grove St PATH,40.71958612,-74.04311746,3194,McGinley Square,40.72533993,-74.06762213,31908,Subscriber,1970.0,1
1762,,,,,,,296,11/2/17 15:17,11/2/17 15:22,3639,Harborside,40.71925170000001,-74.034234,3202,Newport PATH,40.7272235,-74.03375890000001,31766,Subscriber,1990.0,1
1763,,,,,,,531,11/2/17 15:20,11/2/17 15:29,3211,Newark Ave,40.72152515,-74.04630454,3638,Washington St,40.7242941,-74.0354826,31759,Subscriber,1984.0,2
1764,,,,,,,313,11/2/17 15:23,11/2/17 15:28,3201,Dey St,40.737711,-74.066921,3220,5 Corners Library,40.73496102,-74.05950308,26302,Subscriber,1963.0,1
1765,,,,,,,312,11/2/17 15:24,11/2/17 15:30,3186,Grove St PATH,40.71958612,-74.04311746,3183,Exchange Place,40.7162469,-74.0334588,31574,Subscriber,1958.0,1
1766,,,,,,,100,11/2/17 15:25,11/2/17 15:27,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,31811,Subscriber,1993.0,1
1767,,,,,,,797,11/2/17 15:30,11/2/17 15:44,3198,Heights Elevator,40.74871595,-74.04044329999999,3195,Sip Ave,40.73074263,-74.06378388,31680,Subscriber,1978.0,1
1768,,,,,,,765,11/2/17 15:35,11/2/17 15:48,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,29581,Customer,,0
1769,,,,,,,1998,11/2/17 15:36,11/2/17 16:10,3267,Morris Canal,40.71241882,-74.03852552,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,26259,Subscriber,1961.0,2
1770,,,,,,,1275,11/2/17 15:37,11/2/17 15:58,3185,City Hall,40.717732500000004,-74.04384499999999,3272,Jersey & 3rd,40.72333159,-74.04595256,26166,Subscriber,1962.0,2
1771,,,,,,,370,11/2/17 15:37,11/2/17 15:43,3269,Brunswick & 6th,40.72601173,-74.05038893,3213,Van Vorst Park,40.71848892,-74.04772663,31762,Subscriber,1984.0,1
1772,,,,,,,603,11/2/17 15:37,11/2/17 15:47,3205,JC Medical Center,40.71653978,-74.04963791,3211,Newark Ave,40.72152515,-74.04630454,31737,Subscriber,1956.0,1
1773,,,,,,,273,11/2/17 15:38,11/2/17 15:43,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,31908,Customer,,0
1774,,,,,,,526,11/2/17 15:38,11/2/17 15:47,3183,Exchange Place,40.7162469,-74.0334588,3279,Dixon Mills,40.72163014,-74.04996783,31927,Subscriber,1990.0,1
1775,,,,,,,268,11/2/17 15:39,11/2/17 15:43,3220,5 Corners Library,40.73496102,-74.05950308,3201,Dey St,40.737711,-74.066921,26302,Subscriber,1963.0,1
1776,,,,,,,805,11/2/17 15:39,11/2/17 15:53,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3183,Exchange Place,40.7162469,-74.0334588,31742,Customer,,0
1777,,,,,,,360,11/2/17 15:46,11/2/17 15:52,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,31574,Subscriber,1958.0,1
1778,,,,,,,562,11/2/17 15:50,11/2/17 15:59,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.05065640000001,31738,Subscriber,1990.0,1
1779,,,,,,,1976,11/2/17 15:51,11/2/17 16:24,3184,Paulus Hook,40.7141454,-74.0335519,3267,Morris Canal,40.71241882,-74.03852552,31765,Subscriber,1980.0,2
1780,,,,,,,245,11/2/17 15:52,11/2/17 15:56,3639,Harborside,40.71925170000001,-74.034234,3184,Paulus Hook,40.7141454,-74.0335519,30643,Subscriber,1964.0,2
1781,,,,,,,1062,11/2/17 15:53,11/2/17 16:11,3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588,26220,Subscriber,1985.0,1
1782,,,,,,,225,11/2/17 15:54,11/2/17 15:57,3186,Grove St PATH,40.71958612,-74.04311746,3279,Dixon Mills,40.72163014,-74.04996783,26295,Subscriber,1977.0,2
1783,,,,,,,489,11/2/17 15:55,11/2/17 16:04,3195,Sip Ave,40.73074263,-74.06378388,3281,Leonard Gordon Park,40.74590997,-74.05727148,31694,Subscriber,1980.0,1
1784,,,,,,,299,11/2/17 15:56,11/2/17 16:01,3195,Sip Ave,40.73074263,-74.06378388,3194,McGinley Square,40.72533993,-74.06762213,31754,Customer,,0
1785,,,,,,,462,11/2/17 15:57,11/2/17 16:05,3195,Sip Ave,40.73074263,-74.06378388,3193,Lincoln Park,40.724605100000005,-74.07840595,29579,Subscriber,1967.0,1
